,SiteCode,SiteName,Latitude,Longitude,LocalAuthorityID,SiteClassification,HeadHeight,ToRoad,SiteLocationType,Indoor,SitePhotoURL,SiteDescription,SleepTime,BatteryStatus,BatteryPercentage,SignalStrength,SensorsHealthStatus,OverallStatus,DeviceCode,StartDate,EndDate,LastCommunication,InputPowerError,InputPowerCurrent,InputPowerVoltage,InputBatteryError,InputBatteryVoltage,ChargingStatus,SignalQuality,BatterySleepMultiplier,WeatherError,PMError,NO2Error,LatestINO2Value,LatestINO2Index,LatestINO2IndexSource,LatestIPM10Value,LatestIPM10NUMValue,LatestIPM1Value,LatestIPM1NUMValue,LatestIPM25Value,LatestIPM25Index,LatestIPM25IndexSource,LatestIPM25NUMValue,LatestRELHUMValue,LatestTEMPERATValue,SiteActive,SiteGroup,PowerTag,Enabled,OtherTags,OrganisationName,SponsorName,HourlyBulletinEnd
171,CLDP0193,Hampton Ct Rd  west bound,51.41105651855469,-0.3119660019874573,,Roadside,2.400000095367432,0.699999988079071,,0,,,300.0,recoveryMode,93.0,excellent,nominal,needsAttention,ARXJKG7S,2021-11-22T12:35:02.250Z,,2023-02-05T20:59:43.910Z,0,0,0.0,0,3.914545774459839,7,24,4,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",,South London Partnership,Feb  5 2023  8:00PM
172,CLDP0194,"High St, Hampton Wick",51.41219711303711,-0.3107500076293945,,Roadside,2.400000095367432,0.699999988079071,,0,,,300.0,recoveryMode,88.0,excellent,nominal,needsAttention,AVDJXR6T,2021-11-22T12:39:20.303Z,,2023-01-05T20:59:37.647Z,0,0,0.0,0,3.828146696090698,7,31,16,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Unknown,Y,,,South London Partnership,Feb  5 2023  8:00PM
173,CLDP0195,Hampton Court Rd,51.40605163574219,-0.3433910012245178,,Roadside,2.5,0.699999988079071,,0,,,300.0,recoveryMode,92.0,excellent,nominal,needsAttention,AVHCXHFT,2021-11-22T12:39:28.570Z,,2023-01-05T21:47:27.850Z,0,0,0.0,0,3.887961387634277,7,22,16,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Unknown,Y,,,South London Partnership,Feb  5 2023  8:00PM
174,CLDP0196,Church Rd A311,51.41310501098633,-0.360177993774414,,Roadside,2.5999999046325684,0.8999999761581421,,0,,,300.0,normal,97.0,excellent,nominal,healthy,AWM4179Y,2021-11-22T12:34:18.190Z,,2023-02-05T21:20:24.600Z,0,0,0.0,0,4.046360015869141,7,31,1,0,0,0,99.0,2.0,Measurement,,,,,24.0,2.0,Trigger,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",,South London Partnership,Feb  5 2023  8:00PM
175,CLDP0197,"Petersham Rd, opp Russell School, TW10",51.44449234008789,-0.3026678264141083,,Roadside,2.5,1.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/271bfb25cc4d6040630611c3deaa30e49bfa5a4e3f5bfc4197a329cdc118514b,,300.0,recoveryMode,89.0,excellent,nominal,needsAttention,A3QJ3JVN,2022-07-15T12:00:00.000Z,,2023-01-05T15:03:53.363Z,0,0,0.0,0,3.8414387702941895,7,21,4,0,0,0,,,,,,,,,,,,,,1,SLP-Richmond,Solar,Y,"Deployed, Replacement, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
176,CLDP0198,"Sheen Lane, south of j/w Vernon Rd, nr zebra crossing, SW14",51.4670295715332,-0.2667141556739807,,Roadside,2.5,0.4000000059604645,,0,,,300.0,normal,99.0,excellent,nominal,healthy,A1MZQNTM,2021-11-22T13:15:16.973Z,,2023-02-05T20:05:38.927Z,0,0,0.0,0,4.171527862548828,7,31,1,0,0,0,85.0,2.0,Measurement,,,,,16.0,1.0,Measurement,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
177,CLDP0199,"Rocks Lane, opp houses, SW13",51.47372817993164,-0.2380386739969253,,Roadside,2.549999952316284,0.8999999761581421,,0,,,300.0,normal,99.0,excellent,nominal,healthy,A3G8C9P4,2021-11-22T14:12:40.770Z,,2023-02-05T20:07:10.207Z,0,0,0.0,0,4.127220630645752,7,25,1,0,0,0,51.0,1.0,Measurement,,,,,13.0,1.0,Measurement,,,,1,SLP-Richmond,Solar,Y,"Deployed, Richmond upon Thames, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
178,CLDP0234,Commonside E,51.39781951904297,-0.1427900046110153,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/5857f500e9932add9c64002bf00753875b0fd895ab39781f1ae84a75c9bec2c9,"The Sherwood School - Monitor 50m from school outside 385 Commonside East, Mitcham, CR4 1HG, 2.5m high, 0.5 from road on school street signpost.",300.0,normal,98.0,excellent,critical,needsAttention,ALGDM8PL,2021-12-02T15:33:47.210Z,,2023-01-30T15:47:36.807Z,0,7,12.858556747436523,0,3.9692704677581783,2,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Unknown,N,,,South London Partnership,Feb  5 2023  8:00PM
179,CLDP0235,South Gardens,51.41737365722656,-0.1777935028076172,,Roadside,2.400000095367432,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/8d04ac6195b7033f9aa47d3e28f34047be4a58fa1a647aafd77b45a0791a8640,"This node was installed by the South London Partnership. The node is located outside Singlegate Primary School. It is paired with transport sensors in a schools street, 2.4m high, 0.5m from road.",300.0,recoveryMode,80.0,excellent,nominal,needsAttention,ALQ6D53S,2021-12-02T15:32:02.130Z,,2023-02-05T19:55:14.597Z,0,2,0.031334176659584,0,3.732614994049072,7,31,16,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
180,CLDP0236,Burlington Rd,51.45206451416016,-0.2369199991226196,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/8fff56e45d71f076daf576f8231fe63dfe832960ad8d1a09319f11e807554af5,"Monitor located on island on West Barnes Level Crossing (on B282 road). Monitor located on back of signpost in centre of road, 2.5m high, 0.5 from road.",300.0,normal,98.0,excellent,nominal,healthy,AM1KXCKS,2021-12-02T15:28:40.960Z,,2023-02-05T20:51:29.877Z,0,3,1.482601284980774,0,4.106646060943604,7,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
181,CLDP0237,Malmesbury Rd,51.38838958740234,-0.1869300007820129,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/eee5620a2b3aa98656b331982f91387925d37e455ea5844ecc6ecce4ea38101e,"Monitor located outside Malmesbury Primary School, Morden, SM4 6HG, 2.5m high, 0.5m from road on signpost opposite 96 Malmesbury Road SM4 6HH.",300.0,normal,95.0,excellent,nominal,healthy,APGVT5WB,2021-12-02T15:46:43.980Z,,2023-01-30T15:58:27.810Z,0,7,18.37666893005371,0,3.9600350856781006,2,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Unknown,Y,,,South London Partnership,Feb  5 2023  8:00PM
182,CLDP0238,Wates Way,51.38816452026367,-0.1612948030233383,,Roadside,2.400000095367432,2.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/9f3e7e5b722cf081a0dd6159d8a3ea1c90f19e599d74556cf7d90c2f03a7e6f1,"Monitor on lamp-post 001, 2.4m high, 2m from road.",300.0,normal,98.0,excellent,nominal,healthy,ASGQSQPN,2021-12-02T15:41:07.773Z,,2023-02-05T21:12:17.200Z,0,2,1.314386248588562,0,4.094332218170166,7,28,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
183,CLDP0239,Croydon Rd,51.39125061035156,-0.1352252960205078,,Roadside,3.5999999046325684,2.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/7b432ea5e55c9daf7fc9323b85029eba58211a353a0ce70eb50e44066a144336.png,"Node located on Lamp-post 051, 3.6m high, 2m from road.",300.0,normal,99.0,excellent,nominal,healthy,AQ3JQ6DH,2022-07-29T12:00:00.000Z,,2023-02-05T21:02:23.760Z,0,0,0.0,0,4.121682167053223,7,27,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Replacement, Solar300, South London Partnership, V1",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
184,CLDP0240,Streatham Road/Links Rd,51.41817092895508,-0.149069994688034,,Roadside,2.5,1.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/a48f3ca4fa9d3fe7128a39641cd42dbe28351218208066385b06dbf9d91d4294,"Links Road - Outside 290 Links Road, SW17 9ER - Monitor on signpost 2.5m high, 1m from kerb, 5m from main road (Streatham Road).",300.0,normal,93.0,excellent,nominal,healthy,ATY3N3D1,2022-03-09T08:01:00.000Z,,2023-01-30T22:14:39.437Z,0,4,0.0560716837644577,0,3.644109725952149,7,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Unknown,Y,,South London Partnership,South London Partnership,Feb  5 2023  8:00PM
185,CLDP0241,Martin Way-B286,51.403568267822266,-0.2133399993181228,,Roadside,2.400000095367432,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/838282f6f41c432836a86d6715893468f60e389ff83c58869e2b608c0d075eea.png,"Monitor located on lamp-post 32 opposite Shell Garage, 262 Martin Way, SM4 4AW near pedestrian crossing. 2.4m high, 0.5 from road.",300.0,recoveryMode,35.0,excellent,nominal,needsAttention,ANRRX430,2022-07-15T15:00:00.000Z,,2023-02-05T20:50:59.780Z,0,3,0.0610191859304904,0,3.466329574584961,7,31,4,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Replacement, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
186,CLDP0242,Carshalton Rd,51.3950424194336,-0.1589321047067642,,Roadside,2.5999999046325684,1.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/d5755dd78116ae86fee9aed40fb75512615b4f799c993738375f2d7a32419bdc,"Node located on Lamp-post 022, 2.6m high, 1.5m from road.",300.0,normal,98.0,excellent,nominal,healthy,AXSB57ZB,2021-12-02T15:41:40.113Z,,2023-01-30T16:18:44.307Z,0,1,11.956461906433104,0,3.9713869094848633,7,26,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Unknown,Y,,South London Partnership,South London Partnership,Feb  5 2023  8:00PM
187,CLDP0243,Plough Ln,51.43021774291992,-0.186028704047203,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/b0e3fb9080403842e0b7451ef12f3cdc8d4962e4439c63a7e88003b378fb9af3,"Monitor located on lamp-post 16 outside 59 Plough Lane, SW17 0BW. 2.6m high, 0.5m from road.",300.0,normal,96.0,excellent,nominal,healthy,AY57Z6BB,2021-12-02T15:46:10.920Z,,2023-02-05T21:26:02.950Z,0,1,0.0247375071048736,0,3.9811995029449454,7,31,1,0,0,0,85.0,2.0,Measurement,,,,,10.0,1.0,Measurement,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
188,CLDP0244,Sandy Ln,51.41231918334961,-0.1569699943065643,,Roadside,2.5,1.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/9eb2b5d235f12d11484c8362a99dcf2f5c101bec097e7bf92403faaa69f4abad,"Gorringe Park Primary School, Sandy Lane, Mitcham, CR4 2HD - Monitor outside school, 2.5m high, 1m from road on signpost.",300.0,normal,98.0,excellent,nominal,healthy,AYJWH21M,2021-12-02T15:43:00.293Z,,2023-01-30T16:20:09.137Z,0,4,12.157660484313965,0,4.006981372833252,7,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Unknown,Y,,,South London Partnership,Feb  5 2023  8:00PM
189,CLDP0245,Benedict Rd,51.40304183959961,-0.175929993391037,,Roadside,2.400000095367432,1.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/e21fbd9647eb7f70b59b3b594c2311552375631e88dda5927c156017cc6fa5f6,"Monitor located on no stopping signpost next to lamp-post number 1, 2.4m high, 1m from road.",300.0,normal,98.0,excellent,nominal,needsAttention,AZRHPXZT,2021-12-02T15:45:31.900Z,,2023-01-22T04:14:59.687Z,0,1,0.0263866744935512,0,4.081441402435303,7,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
190,CLDP0246,Bushey Rd,51.40612030029297,-0.2332077026367187,,Roadside,2.5999999046325684,1.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/9b52bb8d31bd1698d2a91736aea665c82df9e8c953c891c1fdc22f8dde4add21.png,"Bushey Road, attached to 30mph speed limit sign. 2.6m high and 1m from main road.",300.0,normal,97.0,excellent,nominal,healthy,AW2SZ3QV,2022-09-15T15:00:00.000Z,,2023-02-05T21:21:09.913Z,0,0,0.0,0,4.024206161499023,7,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Replacement, Solar300, South London Partnership, V1",,South London Partnership,Feb  5 2023  8:00PM
191,CLDP0247,Merton Rd,51.41647338867188,-0.1923850029706955,,Roadside,2.400000095367432,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/18b12376bad8824ad309ffa9bdcbf78faee5542558e754bf7687cdbb14fbc9d6,"Monitor located on back of signpost opposite 222 Merton Road, SW19 1EQ. 2.4m high, 0.5m from road.",300.0,normal,97.0,excellent,nominal,healthy,AB7B00LQ,2021-12-03T10:15:39.730Z,,2023-02-05T20:28:51.017Z,0,6,0.1500742137432098,0,4.045077323913574,7,30,1,0,0,0,110.0,2.0,Measurement,,,,,17.0,2.0,Trigger,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
192,CLDP0248,Burlington Rd,51.40243911743164,-0.2368700057268142,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/aae3d27c3750f3b8664ab7a82c1583c60a6728f70547c86b3de98978ba9caa38,"Outside Britannic House, 230 Burlington Road, on corner of Belmont Ave./Burlington Road. 2.4m high and 2m from main road. On main road opposite school.",300.0,normal,98.0,excellent,nominal,healthy,AC8THC26,2021-12-03T10:15:53.763Z,,2023-02-05T20:29:46.727Z,0,1,0.019790006801486,0,4.06508731842041,7,31,1,0,0,0,89.0,2.0,Measurement,,,,,15.0,1.0,Measurement,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
193,CLDP0249,Durnsford Rd,51.440185546875,-0.1969233006238937,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/604c58abec2b5c9f0274d889084a816d693e4cf3c18a3105df6a1280502f137a,"Monitor located on lamp-post 051, 2.6m high, 0.5m from road outside 436 Durnsford Road.",300.0,normal,98.0,excellent,nominal,healthy,AHZ6LG4H,2021-12-03T10:22:13.100Z,,2023-02-05T20:39:56.247Z,0,1,0.0214391723275184,0,4.090484142303467,7,24,1,0,0,0,72.0,2.0,Measurement,,,,,15.0,1.0,Measurement,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
194,CLDP0250,Kingston Rd,51.40887451171875,-0.2149160057306289,,Roadside,2.400000095367432,0.75,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/6c85c889ccbadf40e60f959dcc5331b836c89d932695310432d41fbc5ad925e3,"Outside 328 Kingston Road, Wimbledon Chase, SW20 8LR. Attached to lamp-post 2.4m high, 0.75m from road, by main road.",300.0,recoveryMode,36.0,excellent,nominal,needsAttention,AK1J9WNF,2021-12-03T10:22:12.293Z,,2023-02-05T20:08:23.920Z,0,1,2.2906932830810547,0,3.475564956665039,7,26,16,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
195,CLDP0251,Wimbledon High St,51.42455291748047,-0.2161549925804138,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/fa3432edc3d9fc1775ae4b3989aab9764d86b5a330f19793b9465ab63435c641,"Monitor located on lamp-post 016 on Wimbledon High Street. Monitor outside 94 High Street Wimbledon, SW19 5EG. 2.5m high, 0.5m from road.",300.0,normal,98.0,excellent,nominal,healthy,AKZ75N0S,2021-12-03T10:23:42.280Z,,2023-02-05T20:48:22.753Z,0,1,1.8685064315795896,0,4.085866451263428,7,26,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
196,CLDP0252,Church Rd,51.43776321411133,-0.2131820023059845,,Roadside,2.5999999046325684,0.1000000014901161,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/fee23500e37f6ef065ec6f367404dec83da0712f6201e01ebe0387401db063b8,"Monitor located on lamp-post 001, 2.6m high, 0.1m from road. 281 Church Road, SW19 5AF.",300.0,normal,97.0,excellent,nominal,healthy,AL3N7T4H,2021-12-03T10:26:25.200Z,,2023-02-05T20:55:14.407Z,0,3,1.5007420778274536,0,4.042768478393555,7,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
197,CLDP0253,Parkside,51.43781280517578,-0.2242230027914047,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/0638dd6331e8dc1756fe6494d8a8e5007098ed067d9ee39969fe0b786dcd01df,"Monitor located on lamp-post 004 outside 59 Parkside, SW19 5NL, 2.6m high, 0.5 from road.",300.0,normal,96.0,excellent,nominal,healthy,AN9GCJ62,2021-12-03T10:31:21.507Z,,2023-02-05T21:00:15.573Z,0,2,2.1307239532470703,0,3.982161521911621,7,26,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
198,CLDP0254,Park Community School,51.40827178955078,-0.1936659961938858,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/e9dfa81782bae14cbbcc60c9416415efc39da75afa830bac1d2bdf900b9dc540,"Monitor located on lamp-post F145 outside 184 City Court, Dorset Road, SW19 3EG. 2.6m high, 0.5m from road.",300.0,normal,98.0,excellent,nominal,healthy,AX2X7H3S,2021-12-03T10:36:30.317Z,,2023-02-05T21:24:05.020Z,0,2,0.0280358418822288,0,4.078939914703369,7,29,1,0,0,0,80.0,2.0,Measurement,,,,,14.0,1.0,Measurement,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
199,CLDP0255,The Broadway,51.42049407958984,-0.2047909945249557,,Roadside,2.0,2.400000095367432,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/4076fb6f35a001f823cf1e7d6fb0b66a80d14473fccd12c85870439512aa2f62,"Monitor located on post on pedestrian island. 2m from road, 2.4m high. 10 The Broadway, SW19 1RF.",300.0,normal,95.0,excellent,critical,needsAttention,AYNZZT1P,2021-12-03T10:40:05.017Z,,2023-02-05T19:24:06.273Z,0,1,1.2879995107650757,0,3.947336673736572,7,31,1,0,1,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
200,CLDP0256,Coombe Ln,51.41254806518555,-0.243631899356842,,Roadside,2.5,2.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/057efdd61f3c49c3aca631b8abf228d53cb84df588a6779a9e743a484040a105,"Outside 195 Coombe Lane, SW20 0RG. 2.5m high, 2.5m from road (cycle lane seperates lamp-post from road).",300.0,normal,97.0,excellent,nominal,healthy,AYY11JQ0,2021-12-03T10:37:58.840Z,,2023-02-05T19:27:24.710Z,0,3,0.0379308462142944,0,4.0483479499816895,7,30,1,0,0,0,62.0,1.0,Measurement,,,,,14.0,1.0,Measurement,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
201,CLDP0257,Southey Rd,51.41741180419922,-0.197622999548912,,Roadside,2.400000095367432,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/c99158a451f357c59da8588df6ce34dd4a27992cb4e69bb7421cc1157c807356,"Monitor located outside 21 Downings House, SW19 1ND. Near Pelham School and Pelham Road. Monitor 2.4m high, 0.5m from road on back of school streets sign.",300.0,normal,97.0,excellent,nominal,healthy,A7NQ5D5Y,2021-12-03T11:12:44.103Z,,2023-02-05T20:15:45.327Z,0,2,0.0164916720241308,0,4.044307708740234,7,31,1,0,0,0,88.0,2.0,Measurement,,,,,17.0,2.0,Trigger,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
202,CLDP0258,Wimbledon High School,51.42428970336914,-0.2137790024280548,,Roadside,2.5999999046325684,0.2000000029802322,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/2fe647ebf4fa75d4e7a4aadd0a2805f41067282a9fc83e9dc17a070aa2b8d415,"Monitor located on lamp-post 023 on Wimbledon Hill Road. Outside 91-95 Wimbledon Hill Road SW19. 2.6m high, 0.2m from road.",300.0,normal,96.0,excellent,nominal,healthy,A9CHL9KS,2021-12-03T11:13:50.973Z,,2023-02-05T20:26:32.267Z,0,5,1.2368754148483276,0,3.978121042251587,7,29,1,0,0,0,67.0,1.0,Measurement,,,,,13.0,1.0,Measurement,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
203,CLDP0259,Lake Rd,51.42728042602539,-0.206044003367424,,Roadside,2.5,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/7ffbb4846bbf6c5f7347de985137913779600d1b7a456b81e42686c833074ce3,"Monitor located outside Bishop Gilpin School, Lake Road, SW19 7EP on signpost. 2.5m high, 0.5m from road.",300.0,normal,95.0,excellent,nominal,healthy,AD38TWW5,2021-12-03T11:17:14.517Z,,2023-02-05T20:33:35.987Z,0,1,0.019790006801486,0,3.966576814651489,7,31,1,0,0,0,54.0,1.0,Measurement,,,,,10.0,1.0,Measurement,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
204,CLDP0260,Cambridge Rd,51.41434860229492,-0.2314099967479705,,Roadside,2.400000095367432,0.25,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/fb09e4736767adcc9a9c6ba0a66aae5f94cecdf5cd2c7bac781b89723ed7edb7,"Located on school street sign on Cambridge Road near to Hollymount School. 2.4m high, 0.25m from roadside. By a junction.",300.0,normal,98.0,excellent,nominal,healthy,AK6H84M9,2021-12-03T11:22:36.247Z,,2023-02-05T20:44:26.960Z,0,1,0.019790006801486,0,4.085866451263428,7,26,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
205,CLDP0261,Deburgh Road,51.41902542114258,-0.1837359964847564,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/5f00114d6128d4fca75df45e1c8414bc24c4eb7be449713b76d5ee27b0e9a37d,"Monitor located outside 1-3 Hanover Road, SW19 around the corner from Deburgh Road.Monitor on lamp-post 001, 2.6m high, 0.5m from road.",300.0,normal,96.0,good,nominal,healthy,AL70BB72,2021-12-03T11:27:28.667Z,,2023-02-05T20:52:43.820Z,0,2,0.0148425046354532,0,3.98908805847168,7,17,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
206,CLDP0262,Garfield Rd,51.42345428466797,-0.1857659965753555,,Roadside,2.5999999046325684,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/a5ff6e017e5f3c52406574a44d7d448cf9549cf08ba67f0b1e75841ee80a12f2,"Monitor located outside 60 Garfield Road, SW19 8SB. Next to Garfield Primary School. Monitor 2.6m high, 0.5m from road.",300.0,normal,98.0,excellent,nominal,healthy,AP94SLZ4,2021-12-03T11:29:28.170Z,,2023-01-30T15:59:53.317Z,0,7,12.678796768188477,0,4.039305210113525,2,31,1,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Unknown,Y,,,South London Partnership,Feb  5 2023  8:00PM
207,CLDP0263,Effra Rd,51.42233657836914,-0.194909006357193,,Roadside,2.400000095367432,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/939e530486b3eb458c7d4b6bf15538a1118aeb69c9d8d6c8282bf49cd35a6b63,"This Breathe London node is located outside Holy Trinity C of E Primary School, near to a school playground. The road also has many residential properties on it. This node has been funded by the South London Partnership and it will measure the air the school children breathe as well as local residents.",300.0,recoveryMode,89.0,excellent,nominal,needsAttention,APWY5WWD,2021-12-03T11:28:34.167Z,,2023-02-05T20:09:02.413Z,0,3,0.0346325114369392,0,3.835742950439453,7,31,16,0,0,0,,,,,,,,,,,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",South London Partnership,South London Partnership,Feb  5 2023  8:00PM
208,CLDP0264,Haydons Rd,51.41785430908203,-0.1871269941329956,,Roadside,2.5999999046325684,3.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/485c314d4be7dc58dcf9a751944aa4e1a277711582a6a090892f4ea6cb26fdd8,"Monitor located outside 65 Haydon's Road, SW19 1HQ. Monitor on lamp-post 6, 2.6m high, 3m from road.",300.0,normal,96.0,excellent,nominal,healthy,AY4JNFF7,2021-12-03T11:41:30.473Z,,2023-02-05T21:25:37.260Z,0,7,0.0907041952013969,0,3.978313446044922,7,27,1,0,0,0,112.0,2.0,Measurement,,,,,16.0,1.0,Measurement,,,,1,SLP-Merton,Solar,Y,"Deployed, Merton, Solar300, South London Partnership, V2",,South London Partnership,Feb  5 2023  8:00PM
